"title";"value";"select.name"
"Developer Board";"DeveloperBoard";"portal.icon.select"
"Developer Board Off";"DeveloperBoardOff";"portal.icon.select"
"Developer Mode";"DeveloperMode";"portal.icon.select"
"Device Hub";"DeviceHub";"portal.icon.select"
"Device Thermostat";"DeviceThermostat";"portal.icon.select"
"Device Unknown";"DeviceUnknown";"portal.icon.select"
"Devices";"Devices";"portal.icon.select"
"Devices Fold";"DevicesFold";"portal.icon.select"
"Devices Other";"DevicesOther";"portal.icon.select"
"Dew Point";"DewPoint";"portal.icon.select"
"Dialer Sip";"DialerSip";"portal.icon.select"
"Dialpad";"Dialpad";"portal.icon.select"
"Diamond";"Diamond";"portal.icon.select"
"Difference";"Difference";"portal.icon.select"
"Dining";"Dining";"portal.icon.select"
"Dinner Dining";"DinnerDining";"portal.icon.select"
"Directions";"Directions";"portal.icon.select"
"Directions Bike";"DirectionsBike";"portal.icon.select"
"Directions Boat";"DirectionsBoat";"portal.icon.select"
"Directions Boat Filled";"DirectionsBoatFilled";"portal.icon.select"
"Directions Bus";"DirectionsBus";"portal.icon.select"
"Directions Bus Filled";"DirectionsBusFilled";"portal.icon.select"
"Directions Car";"DirectionsCar";"portal.icon.select"
"Directions Car Filled";"DirectionsCarFilled";"portal.icon.select"
"Directions Off";"DirectionsOff";"portal.icon.select"
"Directions Railway";"DirectionsRailway";"portal.icon.select"
"Directions Railway Filled";"DirectionsRailwayFilled";"portal.icon.select"
"Directions Run";"DirectionsRun";"portal.icon.select"
"Directions Subway";"DirectionsSubway";"portal.icon.select"
"Directions Subway Filled";"DirectionsSubwayFilled";"portal.icon.select"
"Directions Transit";"DirectionsTransit";"portal.icon.select"
"Directions Transit Filled";"DirectionsTransitFilled";"portal.icon.select"
"Directions Walk";"DirectionsWalk";"portal.icon.select"
"Dirty Lens";"DirtyLens";"portal.icon.select"
"Disabled By Default";"DisabledByDefault";"portal.icon.select"
"Disabled Visible";"DisabledVisible";"portal.icon.select"
"Disc Full";"DiscFull";"portal.icon.select"
"Discount";"Discount";"portal.icon.select"
"Display Settings";"DisplaySettings";"portal.icon.select"
"Diversity1";"Diversity1";"portal.icon.select"
"Diversity2";"Diversity2";"portal.icon.select"
"Diversity3";"Diversity3";"portal.icon.select"
"Dns";"Dns";"portal.icon.select"
"Do Disturb";"DoDisturb";"portal.icon.select"
"Do Disturb Alt";"DoDisturbAlt";"portal.icon.select"
"Do Disturb Off";"DoDisturbOff";"portal.icon.select"
"Do Disturb On";"DoDisturbOn";"portal.icon.select"
"Do Not Disturb";"DoNotDisturb";"portal.icon.select"
"Do Not Disturb Alt";"DoNotDisturbAlt";"portal.icon.select"
"Do Not Disturb Off";"DoNotDisturbOff";"portal.icon.select"
"Do Not Disturb On";"DoNotDisturbOn";"portal.icon.select"
"Do Not Disturb On Total Silence";"DoNotDisturbOnTotalSilence";"portal.icon.select"
"Do Not Step";"DoNotStep";"portal.icon.select"
"Do Not Touch";"DoNotTouch";"portal.icon.select"
"Dock";"Dock";"portal.icon.select"
"Document Scanner";"DocumentScanner";"portal.icon.select"
"Domain";"Domain";"portal.icon.select"
"Domain Add";"DomainAdd";"portal.icon.select"
"Domain Disabled";"DomainDisabled";"portal.icon.select"
"Domain Verification";"DomainVerification";"portal.icon.select"
"Done";"Done";"portal.icon.select"
"Done All";"DoneAll";"portal.icon.select"
"Done Outline";"DoneOutline";"portal.icon.select"
"Donut Large";"DonutLarge";"portal.icon.select"
"Donut Small";"DonutSmall";"portal.icon.select"
"Door Back";"DoorBack";"portal.icon.select"
"Door Front";"DoorFront";"portal.icon.select"
"Door Sliding";"DoorSliding";"portal.icon.select"
"Doorbell";"Doorbell";"portal.icon.select"
"Double Arrow";"DoubleArrow";"portal.icon.select"
"Downhill Skiing";"DownhillSkiing";"portal.icon.select"
"Download";"Download";"portal.icon.select"
"Download Done";"DownloadDone";"portal.icon.select"
"Download For Offline";"DownloadForOffline";"portal.icon.select"
"Downloading";"Downloading";"portal.icon.select"
"Drafts";"Drafts";"portal.icon.select"
"Drag Handle";"DragHandle";"portal.icon.select"
"Drag Indicator";"DragIndicator";"portal.icon.select"
"Draw";"Draw";"portal.icon.select"
"Drive Eta";"DriveEta";"portal.icon.select"
"Drive File Move";"DriveFileMove";"portal.icon.select"
"Drive File Move Outline";"DriveFileMoveOutline";"portal.icon.select"
"Drive File Move Rtl";"DriveFileMoveRtl";"portal.icon.select"
"Drive File Rename Outline";"DriveFileRenameOutline";"portal.icon.select"
"Drive Folder Upload";"DriveFolderUpload";"portal.icon.select"
"Dry";"Dry";"portal.icon.select"
"Dry Cleaning";"DryCleaning";"portal.icon.select"
"Duo";"Duo";"portal.icon.select"
"Dvr";"Dvr";"portal.icon.select"
"Dynamic Feed";"DynamicFeed";"portal.icon.select"
"Dynamic Form";"DynamicForm";"portal.icon.select"
"E Mobiledata";"EMobiledata";"portal.icon.select"
"Earbuds";"Earbuds";"portal.icon.select"
"Earbuds Battery";"EarbudsBattery";"portal.icon.select"
"East";"East";"portal.icon.select"
"Eco";"Eco";"portal.icon.select"
"Edgesensor High";"EdgesensorHigh";"portal.icon.select"
"Edgesensor Low";"EdgesensorLow";"portal.icon.select"
"Edit";"Edit";"portal.icon.select"
"Edit Attributes";"EditAttributes";"portal.icon.select"
"Edit Calendar";"EditCalendar";"portal.icon.select"
"Edit Document";"EditDocument";"portal.icon.select"
"Edit Location";"EditLocation";"portal.icon.select"
"Edit Location Alt";"EditLocationAlt";"portal.icon.select"
"Edit Note";"EditNote";"portal.icon.select"
"Edit Notifications";"EditNotifications";"portal.icon.select"
"Edit Off";"EditOff";"portal.icon.select"
"Edit Road";"EditRoad";"portal.icon.select"
"Edit Square";"EditSquare";"portal.icon.select"
"Egg";"Egg";"portal.icon.select"
"Egg Alt";"EggAlt";"portal.icon.select"
"Eject";"Eject";"portal.icon.select"
"Elderly";"Elderly";"portal.icon.select"
"Elderly Woman";"ElderlyWoman";"portal.icon.select"
"Electric Bike";"ElectricBike";"portal.icon.select"
"Electric Bolt";"ElectricBolt";"portal.icon.select"
"Electric Car";"ElectricCar";"portal.icon.select"
"Electric Meter";"ElectricMeter";"portal.icon.select"
"Electric Moped";"ElectricMoped";"portal.icon.select"
"Electric Rickshaw";"ElectricRickshaw";"portal.icon.select"
"Electric Scooter";"ElectricScooter";"portal.icon.select"
"Electrical Services";"ElectricalServices";"portal.icon.select"
"Elevator";"Elevator";"portal.icon.select"
"Email";"Email";"portal.icon.select"
"Emergency";"Emergency";"portal.icon.select"
"Emergency Recording";"EmergencyRecording";"portal.icon.select"
"Emergency Share";"EmergencyShare";"portal.icon.select"
"Emoji Emotions";"EmojiEmotions";"portal.icon.select"
"Emoji Events";"EmojiEvents";"portal.icon.select"
"Emoji Flags";"EmojiFlags";"portal.icon.select"
"Emoji Food Beverage";"EmojiFoodBeverage";"portal.icon.select"
"Emoji Nature";"EmojiNature";"portal.icon.select"
"Emoji Objects";"EmojiObjects";"portal.icon.select"
"Emoji People";"EmojiPeople";"portal.icon.select"
"Emoji Symbols";"EmojiSymbols";"portal.icon.select"
"Emoji Transportation";"EmojiTransportation";"portal.icon.select"
"Energy Savings Leaf";"EnergySavingsLeaf";"portal.icon.select"
"Engineering";"Engineering";"portal.icon.select"
"Enhanced Encryption";"EnhancedEncryption";"portal.icon.select"
"Equalizer";"Equalizer";"portal.icon.select"
"Error";"Error";"portal.icon.select"
"Error Outline";"ErrorOutline";"portal.icon.select"
"Escalator";"Escalator";"portal.icon.select"
"Escalator Warning";"EscalatorWarning";"portal.icon.select"
"Euro";"Euro";"portal.icon.select"
"Euro Symbol";"EuroSymbol";"portal.icon.select"
"Ev Station";"EvStation";"portal.icon.select"
"Event";"Event";"portal.icon.select"
"Event Available";"EventAvailable";"portal.icon.select"
"Event Busy";"EventBusy";"portal.icon.select"
"Event Note";"EventNote";"portal.icon.select"
"Event Repeat";"EventRepeat";"portal.icon.select"
"Event Seat";"EventSeat";"portal.icon.select"
"Exit To App";"ExitToApp";"portal.icon.select"
"Expand";"Expand";"portal.icon.select"
"Expand Circle Down";"ExpandCircleDown";"portal.icon.select"
"Expand Less";"ExpandLess";"portal.icon.select"
"Expand More";"ExpandMore";"portal.icon.select"
"Explicit";"Explicit";"portal.icon.select"
"Explore";"Explore";"portal.icon.select"
"Explore Off";"ExploreOff";"portal.icon.select"
"Exposure";"Exposure";"portal.icon.select"
"Exposure Neg1";"ExposureNeg1";"portal.icon.select"
"Exposure Neg2";"ExposureNeg2";"portal.icon.select"
"Exposure Plus1";"ExposurePlus1";"portal.icon.select"
"Exposure Plus2";"ExposurePlus2";"portal.icon.select"
"Exposure Zero";"ExposureZero";"portal.icon.select"
"Extension";"Extension";"portal.icon.select"
"Extension Off";"ExtensionOff";"portal.icon.select"
"Face";"Face";"portal.icon.select"
"Face2";"Face2";"portal.icon.select"
"Face3";"Face3";"portal.icon.select"
"Face4";"Face4";"portal.icon.select"
"Face5";"Face5";"portal.icon.select"
"Face6";"Face6";"portal.icon.select"
"Face Retouching Natural";"FaceRetouchingNatural";"portal.icon.select"
"Face Retouching Off";"FaceRetouchingOff";"portal.icon.select"
"Face Unlock";"FaceUnlock";"portal.icon.select"
"Facebook";"Facebook";"portal.icon.select"
"Fact Check";"FactCheck";"portal.icon.select"
"Factory";"Factory";"portal.icon.select"
"Family Restroom";"FamilyRestroom";"portal.icon.select"
"Fast Forward";"FastForward";"portal.icon.select"
"Fast Rewind";"FastRewind";"portal.icon.select"
"Fastfood";"Fastfood";"portal.icon.select"
"Favorite";"Favorite";"portal.icon.select"
"Favorite Border";"FavoriteBorder";"portal.icon.select"
"Fax";"Fax";"portal.icon.select"
"Featured Play List";"FeaturedPlayList";"portal.icon.select"
"Featured Video";"FeaturedVideo";"portal.icon.select"
"Feed";"Feed";"portal.icon.select"
"Feedback";"Feedback";"portal.icon.select"
"Female";"Female";"portal.icon.select"
"Fence";"Fence";"portal.icon.select"
"Festival";"Festival";"portal.icon.select"
"Fiber Dvr";"FiberDvr";"portal.icon.select"
"Fiber Manual Record";"FiberManualRecord";"portal.icon.select"
"Fiber New";"FiberNew";"portal.icon.select"
"Fiber Pin";"FiberPin";"portal.icon.select"
"Fiber Smart Record";"FiberSmartRecord";"portal.icon.select"
"File Copy";"FileCopy";"portal.icon.select"
"File Download";"FileDownload";"portal.icon.select"
"File Download Done";"FileDownloadDone";"portal.icon.select"
"File Download Off";"FileDownloadOff";"portal.icon.select"
"File Open";"FileOpen";"portal.icon.select"
"File Present";"FilePresent";"portal.icon.select"
"File Upload";"FileUpload";"portal.icon.select"
"File Upload Off";"FileUploadOff";"portal.icon.select"
"Filter";"Filter";"portal.icon.select"
"Filter1";"Filter1";"portal.icon.select"
"Filter2";"Filter2";"portal.icon.select"
"Filter3";"Filter3";"portal.icon.select"
"Filter4";"Filter4";"portal.icon.select"
"Filter5";"Filter5";"portal.icon.select"
"Filter6";"Filter6";"portal.icon.select"
"Filter7";"Filter7";"portal.icon.select"
"Filter8";"Filter8";"portal.icon.select"
"Filter9";"Filter9";"portal.icon.select"
"Filter9 Plus";"Filter9Plus";"portal.icon.select"
"Filter Alt";"FilterAlt";"portal.icon.select"
"Filter Alt Off";"FilterAltOff";"portal.icon.select"
"Filter B And W";"FilterBAndW";"portal.icon.select"
"Filter Center Focus";"FilterCenterFocus";"portal.icon.select"
"Filter Drama";"FilterDrama";"portal.icon.select"
"Filter Frames";"FilterFrames";"portal.icon.select"
"Filter Hdr";"FilterHdr";"portal.icon.select"
"Filter List";"FilterList";"portal.icon.select"
"Filter List Alt";"FilterListAlt";"portal.icon.select"
"Filter List Off";"FilterListOff";"portal.icon.select"
"Filter None";"FilterNone";"portal.icon.select"
"Filter Tilt Shift";"FilterTiltShift";"portal.icon.select"
"Filter Vintage";"FilterVintage";"portal.icon.select"
"Find In Page";"FindInPage";"portal.icon.select"
"Find Replace";"FindReplace";"portal.icon.select"
"Fingerprint";"Fingerprint";"portal.icon.select"
"Fire Extinguisher";"FireExtinguisher";"portal.icon.select"
"Fire Hydrant Alt";"FireHydrantAlt";"portal.icon.select"
"Fire Truck";"FireTruck";"portal.icon.select"
"Fireplace";"Fireplace";"portal.icon.select"
"First Page";"FirstPage";"portal.icon.select"
"Fit Screen";"FitScreen";"portal.icon.select"
"Fitbit";"Fitbit";"portal.icon.select"
"Fitness Center";"FitnessCenter";"portal.icon.select"
"Flag";"Flag";"portal.icon.select"
"Flag Circle";"FlagCircle";"portal.icon.select"
"Flaky";"Flaky";"portal.icon.select"
"Flare";"Flare";"portal.icon.select"
"Flash Auto";"FlashAuto";"portal.icon.select"
"Flash Off";"FlashOff";"portal.icon.select"
"Flash On";"FlashOn";"portal.icon.select"
"Flashlight Off";"FlashlightOff";"portal.icon.select"
"Flashlight On";"FlashlightOn";"portal.icon.select"
"Flatware";"Flatware";"portal.icon.select"
"Flight";"Flight";"portal.icon.select"
"Flight Class";"FlightClass";"portal.icon.select"
"Flight Land";"FlightLand";"portal.icon.select"
"Flight Takeoff";"FlightTakeoff";"portal.icon.select"
"Flip";"Flip";"portal.icon.select"
"Flip Camera Android";"FlipCameraAndroid";"portal.icon.select"
"Flip Camera Ios";"FlipCameraIos";"portal.icon.select"
"Flip To Back";"FlipToBack";"portal.icon.select"
"Flip To Front";"FlipToFront";"portal.icon.select"
"Flood";"Flood";"portal.icon.select"
"Flourescent";"Flourescent";"portal.icon.select"
"Fluorescent";"Fluorescent";"portal.icon.select"
"Flutter Dash";"FlutterDash";"portal.icon.select"
"Fmd Bad";"FmdBad";"portal.icon.select"
"Fmd Good";"FmdGood";"portal.icon.select"
"Foggy";"Foggy";"portal.icon.select"
"Folder";"Folder";"portal.icon.select"
"Folder Copy";"FolderCopy";"portal.icon.select"
"Folder Delete";"FolderDelete";"portal.icon.select"
"Folder Off";"FolderOff";"portal.icon.select"
"Folder Open";"FolderOpen";"portal.icon.select"
"Folder Shared";"FolderShared";"portal.icon.select"
"Folder Special";"FolderSpecial";"portal.icon.select"
"Folder Zip";"FolderZip";"portal.icon.select"
"Follow The Signs";"FollowTheSigns";"portal.icon.select"
"Font Download";"FontDownload";"portal.icon.select"
"Font Download Off";"FontDownloadOff";"portal.icon.select"
"Food Bank";"FoodBank";"portal.icon.select"
"Forest";"Forest";"portal.icon.select"
"Fork Left";"ForkLeft";"portal.icon.select"
"Fork Right";"ForkRight";"portal.icon.select"
"Forklift";"Forklift";"portal.icon.select"
"Format Align Center";"FormatAlignCenter";"portal.icon.select"
"Format Align Justify";"FormatAlignJustify";"portal.icon.select"
"Format Align Left";"FormatAlignLeft";"portal.icon.select"
"Format Align Right";"FormatAlignRight";"portal.icon.select"
"Format Bold";"FormatBold";"portal.icon.select"
"Format Clear";"FormatClear";"portal.icon.select"
"Format Color Fill";"FormatColorFill";"portal.icon.select"
"Format Color Reset";"FormatColorReset";"portal.icon.select"
"Format Color Text";"FormatColorText";"portal.icon.select"
"Format Indent Decrease";"FormatIndentDecrease";"portal.icon.select"
"Format Indent Increase";"FormatIndentIncrease";"portal.icon.select"
"Format Italic";"FormatItalic";"portal.icon.select"
"Format Line Spacing";"FormatLineSpacing";"portal.icon.select"
"Format List Bulleted";"FormatListBulleted";"portal.icon.select"
"Format List Bulleted Add";"FormatListBulletedAdd";"portal.icon.select"
"Format List Numbered";"FormatListNumbered";"portal.icon.select"
"Format List Numbered Rtl";"FormatListNumberedRtl";"portal.icon.select"
"Format Overline";"FormatOverline";"portal.icon.select"
"Format Paint";"FormatPaint";"portal.icon.select"
"Format Quote";"FormatQuote";"portal.icon.select"
"Format Shapes";"FormatShapes";"portal.icon.select"
"Format Size";"FormatSize";"portal.icon.select"
"Format Strikethrough";"FormatStrikethrough";"portal.icon.select"
"Format Textdirection L To R";"FormatTextdirectionLToR";"portal.icon.select"
"Format Textdirection R To L";"FormatTextdirectionRToL";"portal.icon.select"
"Format Underlined";"FormatUnderlined";"portal.icon.select"
"Fort";"Fort";"portal.icon.select"
"Forum";"Forum";"portal.icon.select"
"Forward";"Forward";"portal.icon.select"
"Forward10";"Forward10";"portal.icon.select"
"Forward30";"Forward30";"portal.icon.select"
"Forward5";"Forward5";"portal.icon.select"
"Forward To Inbox";"ForwardToInbox";"portal.icon.select"
"Foundation";"Foundation";"portal.icon.select"
"Free Breakfast";"FreeBreakfast";"portal.icon.select"
"Free Cancellation";"FreeCancellation";"portal.icon.select"
"Front Hand";"FrontHand";"portal.icon.select"
"Front Loader";"FrontLoader";"portal.icon.select"
"Fullscreen";"Fullscreen";"portal.icon.select"
"Fullscreen Exit";"FullscreenExit";"portal.icon.select"
"Functions";"Functions";"portal.icon.select"
"G Mobiledata";"GMobiledata";"portal.icon.select"
"G Translate";"GTranslate";"portal.icon.select"
"Gamepad";"Gamepad";"portal.icon.select"
"Games";"Games";"portal.icon.select"
"Garage";"Garage";"portal.icon.select"
"Gas Meter";"GasMeter";"portal.icon.select"
"Gavel";"Gavel";"portal.icon.select"
"Generating Tokens";"GeneratingTokens";"portal.icon.select"
"Gesture";"Gesture";"portal.icon.select"
"Get App";"GetApp";"portal.icon.select"
"Gif";"Gif";"portal.icon.select"
"Gif Box";"GifBox";"portal.icon.select"
"Girl";"Girl";"portal.icon.select"
"Gite";"Gite";"portal.icon.select"
"Golf Course";"GolfCourse";"portal.icon.select"
"Gpp Bad";"GppBad";"portal.icon.select"
"Gpp Good";"GppGood";"portal.icon.select"
"Gpp Maybe";"GppMaybe";"portal.icon.select"
"Gps Fixed";"GpsFixed";"portal.icon.select"
"Gps Not Fixed";"GpsNotFixed";"portal.icon.select"
"Gps Off";"GpsOff";"portal.icon.select"
"Grade";"Grade";"portal.icon.select"
"Gradient";"Gradient";"portal.icon.select"
"Grading";"Grading";"portal.icon.select"
"Grain";"Grain";"portal.icon.select"
"Graphic Eq";"GraphicEq";"portal.icon.select"
"Grass";"Grass";"portal.icon.select"
"Grid3 X3";"Grid3X3";"portal.icon.select"
"Grid4 X4";"Grid4X4";"portal.icon.select"
"Grid Goldenratio";"GridGoldenratio";"portal.icon.select"
"Grid Off";"GridOff";"portal.icon.select"
"Grid On";"GridOn";"portal.icon.select"
"Grid View";"GridView";"portal.icon.select"
"Group";"Group";"portal.icon.select"
"Group Add";"GroupAdd";"portal.icon.select"
"Group Off";"GroupOff";"portal.icon.select"
"Group Remove";"GroupRemove";"portal.icon.select"
"Group Work";"GroupWork";"portal.icon.select"
"Groups";"Groups";"portal.icon.select"
"Groups2";"Groups2";"portal.icon.select"
"Groups3";"Groups3";"portal.icon.select"
